,TXNAME,GENENAME
14394,ENSMUST00000069530.12,Xrcc6
14395,ENSMUST00000069533.11,Cap1
14396,ENSMUST00000069536.11,Tcf7l1
14397,ENSMUST00000069537.2,Zfand6
14398,ENSMUST00000069538.13,9330182L06Rik
14399,ENSMUST00000069548.6,Arhgap9
14400,ENSMUST00000069549.2,Cldn17
14401,ENSMUST00000069552.6,Gm5160
14402,ENSMUST00000069553.2,A230083G16Rik
14403,ENSMUST00000069556.3,Magea5
14404,ENSMUST00000069557.13,Smad5
14405,ENSMUST00000069561.1,Olfr967
14406,ENSMUST00000069562.5,Tescl
14407,ENSMUST00000069568.3,Desi2
14408,ENSMUST00000069573.5,1700034H15Rik
14409,ENSMUST00000069578.4,Olfr357
14410,ENSMUST00000069579.6,Tceb2
14411,ENSMUST00000069580.11,Rnf181
14412,ENSMUST00000069595.12,Rnf181
14413,ENSMUST00000069597.7,Csnk1g3
14414,ENSMUST00000069600.12,Ndrg3
14415,ENSMUST00000069604.14,Mthfr
14416,ENSMUST00000069609.11,Pou2f1
14417,ENSMUST00000069614.6,Dcdc2a
14418,ENSMUST00000069616.7,Tpsb2
14419,ENSMUST00000069619.13,Stag2
14420,ENSMUST00000069620.9,Per2
14421,ENSMUST00000069623.11,Arhgef10l
14422,ENSMUST00000069626.6,Gm6369
14423,ENSMUST00000069631.2,Iba57
14424,ENSMUST00000069634.5,Foxi3
14425,ENSMUST00000069637.14,Zfp277
14426,ENSMUST00000069648.13,Kat6b
14427,ENSMUST00000069649.8,Abhd16b
14428,ENSMUST00000069651.12,Gadl1
14429,ENSMUST00000069652.7,Rab3gap2
14430,ENSMUST00000069660.12,D430042O09Rik
14431,ENSMUST00000069673.3,Gpatch8
14432,ENSMUST00000069674.5,Tmem69
14433,ENSMUST00000069686.6,Rnf180
14434,ENSMUST00000069690.4,Mta1
14435,ENSMUST00000069692.9,Zfp277
14436,ENSMUST00000069695.8,Tmem150a
14437,ENSMUST00000069705.10,Agbl5
14438,ENSMUST00000069709.14,Aasdh
14439,ENSMUST00000069711.2,Gm14137
14440,ENSMUST00000069712.8,Tpd52l2
14441,ENSMUST00000069718.14,Fto
14442,ENSMUST00000069722.12,Taz
14443,ENSMUST00000069731.11,Fmr1nb
14444,ENSMUST00000069740.13,Gm4745
14445,ENSMUST00000069741.3,E130018O15Rik
14446,ENSMUST00000069742.7,Prr18
14447,ENSMUST00000069747.5,Emc7
14448,ENSMUST00000069749.8,Rab27b
14449,ENSMUST00000069756.10,Ocln
14450,ENSMUST00000069760.12,Oosp3
14451,ENSMUST00000069762.15,Ccl25
14452,ENSMUST00000069763.2,Lancl3
14453,ENSMUST00000069768.3,Gm9987
14454,ENSMUST00000069769.8,Skint4
14455,ENSMUST00000069772.15,Tmem143
14456,ENSMUST00000069773.6,BC051076
14457,ENSMUST00000069778.6,Impg2
14458,ENSMUST00000069782.10,9030617O03Rik
14459,ENSMUST00000069786.1,Gm9988
14460,ENSMUST00000069789.11,Lep
14461,ENSMUST00000069790.4,Olfr378
14462,ENSMUST00000069792.13,Nab1
14463,ENSMUST00000069799.2,Irs1
14464,ENSMUST00000069800.5,Fut2
14465,ENSMUST00000069803.4,Tmsb15b2
14466,ENSMUST00000069805.13,Atp8b2
14467,ENSMUST00000069808.12,Nrf1
14468,ENSMUST00000069809.5,2810407A14Rik
14469,ENSMUST00000069816.5,Slc36a3
14470,ENSMUST00000069817.14,Prrc2b
14471,ENSMUST00000069828.9,Thsd1
14472,ENSMUST00000069831.14,Nrf1
14473,ENSMUST00000069837.3,Slit3
14474,ENSMUST00000069852.1,Gm11541
14475,ENSMUST00000069861.3,Catsperg1
14476,ENSMUST00000069862.10,A430033K04Rik
14477,ENSMUST00000069870.10,Arl5b
14478,ENSMUST00000069877.11,Dnal4
14479,ENSMUST00000069880.2,Gm9989
14480,ENSMUST00000069896.6,9330154J02Rik
14481,ENSMUST00000069902.12,Nnt
14482,ENSMUST00000069912.5,Rgs9bp
14483,ENSMUST00000069922.8,Mia3
14484,ENSMUST00000069926.13,Slitrk4
14485,ENSMUST00000069927.9,S100a8
14486,ENSMUST00000069929.12,Pdlim7
14487,ENSMUST00000069936.7,Impg2
14488,ENSMUST00000069937.10,Cdkl2
14489,ENSMUST00000069941.12,Btnl10
14490,ENSMUST00000069943.3,Gata5os
14491,ENSMUST00000069949.12,Hnrnpa2b1
14492,ENSMUST00000069958.14,Gcnt2
14493,ENSMUST00000069960.11,S100a9
14494,ENSMUST00000069965.8,Cdk17
14495,ENSMUST00000069968.12,Pdlim7
14496,ENSMUST00000069992.5,Gm5468
14497,ENSMUST00000069994.10,St3gal5
14498,ENSMUST00000070000.5,Arhgap24
14499,ENSMUST00000070004.3,Ldhd
14500,ENSMUST00000070018.13,Espn
14501,ENSMUST00000070028.2,Tas2r134
14502,ENSMUST00000070039.13,Fez2
14503,ENSMUST00000070048.3,Gm9991
14504,ENSMUST00000070059.4,Gm9992
14505,ENSMUST00000070064.10,Pgm3
14506,ENSMUST00000070070.7,Dnaja4
14507,ENSMUST00000070080.5,B4galt6
14508,ENSMUST00000070084.10,Ticam2
14509,ENSMUST00000070085.5,AI504432
14510,ENSMUST00000070102.5,Nanos3
14511,ENSMUST00000070112.5,Ndufa8
14512,ENSMUST00000070116.11,Socs6
14513,ENSMUST00000070117.7,Cnot10
14514,ENSMUST00000070118.13,Efemp2
14515,ENSMUST00000070124.4,Hist1h2ai
14516,ENSMUST00000070125.5,Chat
14517,ENSMUST00000070132.6,Col8a2
14518,ENSMUST00000070135.7,Pqlc1
14519,ENSMUST00000070139.8,Cndp1
14520,ENSMUST00000070141.6,Magea8
14521,ENSMUST00000070143.12,Zhx1
14522,ENSMUST00000070150.10,E130308A19Rik
14523,ENSMUST00000070152.11,Slc16a6
14524,ENSMUST00000070163.5,4931417E11Rik
14525,ENSMUST00000070165.6,Nup98
14526,ENSMUST00000070166.5,Gramd3
14527,ENSMUST00000070172.5,Snx32
14528,ENSMUST00000070173.8,Pgpep1
14529,ENSMUST00000070174.13,Tmem229b
14530,ENSMUST00000070178.4,Tas2r135
14531,ENSMUST00000070181.6,Itpkb
14532,ENSMUST00000070189.9,Lrguk
14533,ENSMUST00000070191.9,Cebpg
14534,ENSMUST00000070193.13,Mak
14535,ENSMUST00000070198.13,Ppp3ca
14536,ENSMUST00000070200.14,Pla2g4a
14537,ENSMUST00000070203.13,Sh3tc1
14538,ENSMUST00000070210.5,Atad1
14539,ENSMUST00000070215.7,Npm3
14540,ENSMUST00000070216.8,Spata31
14541,ENSMUST00000070218.11,Arpp21
14542,ENSMUST00000070219.8,Pard6g
14543,ENSMUST00000070223.5,Khdc1c
14544,ENSMUST00000070246.8,Ubxn11
14545,ENSMUST00000070256.8,Kcnq3
14546,ENSMUST00000070257.13,Ascc2
14547,ENSMUST00000070258.2,Gm5447
14548,ENSMUST00000070284.3,Prr9
14549,ENSMUST00000070300.4,Fbxo30
14550,ENSMUST00000070304.2,Olfr1322
14551,ENSMUST00000070313.13,Prdm16
14552,ENSMUST00000070316.11,Gpr173
14553,ENSMUST00000070323.11,Synpr
14554,ENSMUST00000070326.13,Ttk
14555,ENSMUST00000070328.9,Sh2d4b
14556,ENSMUST00000070330.13,Dnm3
14557,ENSMUST00000070334.9,G6pc3
14558,ENSMUST00000070340.5,Purg
14559,ENSMUST00000070342.3,Sertm1
14560,ENSMUST00000070345.4,Usp39
14561,ENSMUST00000070353.3,Slc24a5
14562,ENSMUST00000070359.2,Gm9996
14563,ENSMUST00000070368.7,Siah2
14564,ENSMUST00000070375.7,Penk
14565,ENSMUST00000070378.2,1810010K12Rik
14566,ENSMUST00000070380.4,Prss2
14567,ENSMUST00000070382.4,Gm16294
14568,ENSMUST00000070390.11,Tmprss5
14569,ENSMUST00000070395.8,Aarsd1
14570,ENSMUST00000070418.8,Dclk1
14571,ENSMUST00000070420.9,Stard9
14572,ENSMUST00000070425.5,D830013O20Rik
14573,ENSMUST00000070435.5,Fabp3-ps1
14574,ENSMUST00000070437.13,Sftpb
14575,ENSMUST00000070449.5,Gpr50
14576,ENSMUST00000070453.1,Fam83g
14577,ENSMUST00000070458.10,Lrrc56
14578,ENSMUST00000070463.9,Pgr
14579,ENSMUST00000070478.3,Sdc3
14580,ENSMUST00000070481.7,Ppp1r3b
14581,ENSMUST00000070487.11,Cpsf4
14582,ENSMUST00000070500.2,BC043934
14583,ENSMUST00000070502.1,Gm12500
14584,ENSMUST00000070508.7,Lrrc29
14585,ENSMUST00000070513.12,Spata6
14586,ENSMUST00000070514.3,Nat3
14587,ENSMUST00000070515.1,Ephx2
14588,ENSMUST00000070518.3,Nkg7
14589,ENSMUST00000070522.13,Plod2
14590,ENSMUST00000070524.4,Tgoln1
14591,ENSMUST00000070531.7,Uts2b
14592,ENSMUST00000070532.7,Fabp3
14593,ENSMUST00000070533.4,Xkr4
14594,ENSMUST00000070538.11,Rab12
14595,ENSMUST00000070552.13,Osbp2
14596,ENSMUST00000070565.14,Mok
14597,ENSMUST00000070575.13,Csnk1d
14598,ENSMUST00000070577.6,1700030J22Rik
14599,ENSMUST00000070579.6,Chn1
14600,ENSMUST00000070584.4,4930564D02Rik
14601,ENSMUST00000070587.3,5730596B20Rik
14602,ENSMUST00000070597.12,Retsat
14603,ENSMUST00000070607.8,Haus6
14604,ENSMUST00000070610.5,Eif2b3
14605,ENSMUST00000070617.7,Scn11a
14606,ENSMUST00000070630.7,Cd248
14607,ENSMUST00000070631.14,Ddx60
14608,ENSMUST00000070635.12,Zyx
14609,ENSMUST00000070639.7,Gm14548
14610,ENSMUST00000070642.3,Cebpb
14611,ENSMUST00000070649.1,Ccdc70
14612,ENSMUST00000070653.12,Slc16a3
14613,ENSMUST00000070656.11,Tgfb1i1
14614,ENSMUST00000070658.15,Mgrn1
14615,ENSMUST00000070659.6,1700001K19Rik
14616,ENSMUST00000070660.10,Gm9999
14617,ENSMUST00000070663.5,Ppp1r12a
14618,ENSMUST00000070673.8,Rab31
14619,ENSMUST00000070681.6,Gid4
14620,ENSMUST00000070690.7,Ptafr
14621,ENSMUST00000070699.14,Pign
14622,ENSMUST00000070705.5,Rlim
14623,ENSMUST00000070709.8,Rell2
14624,ENSMUST00000070713.7,Ints10
14625,ENSMUST00000070720.7,Sorcs2
14626,ENSMUST00000070722.2,Defb21
14627,ENSMUST00000070724.11,Plcb1
14628,ENSMUST00000070725.10,Gabrg2
14629,ENSMUST00000070726.9,Slc39a6
14630,ENSMUST00000070731.10,Il6st
14631,ENSMUST00000070733.8,Ptprn2
14632,ENSMUST00000070735.9,Gabrg2
14633,ENSMUST00000070736.11,Adcyap1r1
14634,ENSMUST00000070742.13,Mb21d1
14635,ENSMUST00000070748.9,Ldb2
14636,ENSMUST00000070755.12,Rad54b
14637,ENSMUST00000070756.11,Adcyap1r1
14638,ENSMUST00000070758.9,Mpz
14639,ENSMUST00000070761.9,Cenpk
14640,ENSMUST00000070774.13,Gabpb2
14641,ENSMUST00000070777.12,Traf7
14642,ENSMUST00000070782.12,Dlgap4
14643,ENSMUST00000070785.15,Zkscan3
14644,ENSMUST00000070797.6,PCDHA9
14645,ENSMUST00000070801.10,Alg13
14646,ENSMUST00000070804.2,Olfr323
14647,ENSMUST00000070805.12,Lrrc48
14648,ENSMUST00000070808.2,Olfr90
14649,ENSMUST00000070810.7,Npy5r
14650,ENSMUST00000070816.8,Artn
14651,ENSMUST00000070820.6,Dcst1
14652,ENSMUST00000070832.2,Wfdc21
14653,ENSMUST00000070849.5,Olfr371
14654,ENSMUST00000070850.7,Ppp1r14b
14655,ENSMUST00000070864.13,Cacna1b
14656,ENSMUST00000070872.12,Slc16a6
14657,ENSMUST00000070875.7,Ankrd33
14658,ENSMUST00000070877.6,Amacr
14659,ENSMUST00000070878.8,Fkbp2
14660,ENSMUST00000070886.8,Zcchc9
14661,ENSMUST00000070888.13,Mlst8
14662,ENSMUST00000070890.5,Chst13
14663,ENSMUST00000070892.7,Dsg3
14664,ENSMUST00000070898.5,Neu2
14665,ENSMUST00000070911.3,Apol8
14666,ENSMUST00000070918.13,Cmbl
14667,ENSMUST00000070923.2,Them6
14668,ENSMUST00000070932.3,Gm13248
14669,ENSMUST00000070942.1,A530095I07Rik
14670,ENSMUST00000070943.6,Trim12a
14671,ENSMUST00000070949.5,Prelid2
14672,ENSMUST00000070951.7,Ppap2a
14673,ENSMUST00000070953.10,Pank4
14674,ENSMUST00000070956.3,Gm11696
14675,ENSMUST00000070968.13,Stat1
14676,ENSMUST00000070980.3,4933402N03Rik
14677,ENSMUST00000070985.3,Olfr1350
14678,ENSMUST00000070987.7,Gm5533
14679,ENSMUST00000070989.13,Clasp1
14680,ENSMUST00000070990.7,Elmod3
14681,ENSMUST00000070991.4,Tas2r129
14682,ENSMUST00000070996.10,Eif5a
14683,ENSMUST00000070997.5,Myo1d
14684,ENSMUST00000071005.8,Mup14
14685,ENSMUST00000071006.8,Snrpc
14686,ENSMUST00000071008.5,Gm5420
14687,ENSMUST00000071016.2,Gm13199
14688,ENSMUST00000071023.11,Fam122b
14689,ENSMUST00000071024.6,Arhgap25
14690,ENSMUST00000071026.9,Eif5a
14691,ENSMUST00000071044.12,Capg
14692,ENSMUST00000071056.13,Bckdk
14693,ENSMUST00000071057.13,Ddx55
14694,ENSMUST00000071064.12,Insig2
14695,ENSMUST00000071065.7,Nfil3
14696,ENSMUST00000071067.3,C330011M18Rik
14697,ENSMUST00000071068.8,Commd1
14698,ENSMUST00000071069.12,Trim30d
14699,ENSMUST00000071076.12,Grm7
14700,ENSMUST00000071077.13,Spata18
14701,ENSMUST00000071081.12,Ociad1
14702,ENSMUST00000071087.11,Cspp1
14703,ENSMUST00000071093.8,Rims3
14704,ENSMUST00000071095.13,Setd3
14705,ENSMUST00000071096.2,Hemgn
14706,ENSMUST00000071101.7,Gm10010
14707,ENSMUST00000071103.9,Ddx1
14708,ENSMUST00000071104.5,Krt72
14709,ENSMUST00000071106.5,Gpatch2l
14710,ENSMUST00000071108.13,Zfp362
14711,ENSMUST00000071112.3,Olfr297
14712,ENSMUST00000071115.3,Card10
14713,ENSMUST00000071118.6,Gm6169
14714,ENSMUST00000071119.7,Tssk5
14715,ENSMUST00000071120.2,Rps15a-ps1
14716,ENSMUST00000071126.2,Olfr799
14717,ENSMUST00000071130.4,Alox5ap
14718,ENSMUST00000071132.1,Olfr970
14719,ENSMUST00000071134.3,Tubb3
14720,ENSMUST00000071135.5,Tubb4a
14721,ENSMUST00000071149.6,Klrc3
14722,ENSMUST00000071152.13,Rffl
14723,ENSMUST00000071168.5,Tek
14724,ENSMUST00000071169.8,Rcc2
14725,ENSMUST00000071172.6,Gm5619
14726,ENSMUST00000071182.7,E330014E10Rik
14727,ENSMUST00000071184.3,Rpl10a-ps2
14728,ENSMUST00000071189.1,Fpr-rs3
14729,ENSMUST00000071199.8,Arl9
14730,ENSMUST00000071201.4,Ntng2
14731,ENSMUST00000071204.11,Ppef1
14732,ENSMUST00000071207.13,Fuz
14733,ENSMUST00000071208.2,Olfr732
14734,ENSMUST00000071213.3,Polr2a
14735,ENSMUST00000071215.4,Chchd1
14736,ENSMUST00000071219.11,Treh
14737,ENSMUST00000071221.1,Olfr1512
14738,ENSMUST00000071230.7,Eif2s1
14739,ENSMUST00000071233.6,Zfp516
14740,ENSMUST00000071235.5,Gm10064
14741,ENSMUST00000071237.6,Rpl21-ps10
14742,ENSMUST00000071242.4,Olfr682-ps1
14743,ENSMUST00000071243.3,Olfr190
14744,ENSMUST00000071248.11,Agrn
14745,ENSMUST00000071250.12,Pygl
14746,ENSMUST00000071254.6,Phxr4
14747,ENSMUST00000071259.2,Olfr845
14748,ENSMUST00000071263.6,Dnajc30
14749,ENSMUST00000071267.13,Pcgf5
14750,ENSMUST00000071268.10,Taok2
14751,ENSMUST00000071277.13,Vmn2r122
14752,ENSMUST00000071280.7,Pex2
14753,ENSMUST00000071281.4,Foxb1
14754,ENSMUST00000071282.5,Gm3222
14755,ENSMUST00000071294.2,Olfr743
14756,ENSMUST00000071296.10,2410002F23Rik
14757,ENSMUST00000071300.12,2010315B03Rik
14758,ENSMUST00000071301.4,Rnf7
14759,ENSMUST00000071302.2,Gm6406
14760,ENSMUST00000071304.2,Vmn1r15
14761,ENSMUST00000071308.5,AF366264
14762,ENSMUST00000071320.5,Zfp640
14763,ENSMUST00000071325.8,Nf1
14764,ENSMUST00000071328.6,6030408B16Rik
14765,ENSMUST00000071329.7,Bckdha
14766,ENSMUST00000071355.1,Olfr1126
14767,ENSMUST00000071361.12,Zfp428
14768,ENSMUST00000071362.2,Olfr667
14769,ENSMUST00000071370.6,Pcdh17
14770,ENSMUST00000071374.5,BC002059
14771,ENSMUST00000071378.5,Ifnab
14772,ENSMUST00000071393.2,Olfr566
14773,ENSMUST00000071399.12,Psg16
14774,ENSMUST00000071400.12,Cetn4
14775,ENSMUST00000071402.6,Elovl6
14776,ENSMUST00000071404.4,Ccr1l1
14777,ENSMUST00000071410.1,Olfr516
14778,ENSMUST00000071414.1,Vmn1r35
14779,ENSMUST00000071419.11,Mroh5
14780,ENSMUST00000071421.5,Gm4871
14781,ENSMUST00000071423.6,Nhlrc2
14782,ENSMUST00000071425.1,Olfr919
14783,ENSMUST00000071430.6,2310039H08Rik
14784,ENSMUST00000071437.1,Olfr339
14785,ENSMUST00000071442.11,Npdc1
14786,ENSMUST00000071449.2,Olfr25
14787,ENSMUST00000071452.11,Polq
14788,ENSMUST00000071453.2,Eda
14789,ENSMUST00000071455.5,Tpst2
14790,ENSMUST00000071457.11,Cib1
14791,ENSMUST00000071458.4,Gm4968
14792,ENSMUST00000071462.6,Pmm1
14793,ENSMUST00000071465.8,Zkscan6
14794,ENSMUST00000071478.1,Olfr394
14795,ENSMUST00000071484.3,Olfr1447
14796,ENSMUST00000071487.12,Larp1
14797,ENSMUST00000071488.7,Ints3
14798,ENSMUST00000071492.8,Fam136a
14799,ENSMUST00000071500.12,Dpp6
14800,ENSMUST00000071510.13,Skap1
14801,ENSMUST00000071515.2,Gm7117
14802,ENSMUST00000071521.2,Olfr1415
14803,ENSMUST00000071522.3,Gm10032
14804,ENSMUST00000071523.4,Gm15500
14805,ENSMUST00000071526.5,Ctsj
14806,ENSMUST00000071531.11,Bre
14807,ENSMUST00000071533.12,Dach1
14808,ENSMUST00000071535.9,Mgam
14809,ENSMUST00000071537.12,Nbr1
14810,ENSMUST00000071539.9,Slc39a11
14811,ENSMUST00000071543.11,Upp2
14812,ENSMUST00000071544.10,Snapc3
14813,ENSMUST00000071546.13,Cldn10
14814,ENSMUST00000071553.1,Olfr385
14815,ENSMUST00000071554.2,Klra9
14816,ENSMUST00000071555.12,Actg1
14817,ENSMUST00000071557.1,Olfr815
14818,ENSMUST00000071559.2,Olfr765
14819,ENSMUST00000071561.6,Sigmar1
14820,ENSMUST00000071562.2,Ovca2
14821,ENSMUST00000071563.4,Cracr2a
14822,ENSMUST00000071564.13,Fbxo18
14823,ENSMUST00000071565.6,Gm4978
14824,ENSMUST00000071573.5,Gm8623
14825,ENSMUST00000071580.7,Gm10436
14826,ENSMUST00000071585.9,Oprl1
14827,ENSMUST00000071588.7,Nkx6-3
14828,ENSMUST00000071590.5,Rbbp6
14829,ENSMUST00000071591.3,Auts2
14830,ENSMUST00000071592.11,Prmt7
14831,ENSMUST00000071605.1,Olfr816
14832,ENSMUST00000071617.5,Olfr943
14833,ENSMUST00000071625.1,Olfr311
14834,ENSMUST00000071641.4,Gm15500
14835,ENSMUST00000071642.10,Mdn1
14836,ENSMUST00000071646.1,Rdh16
14837,ENSMUST00000071648.11,Vegfa
14838,ENSMUST00000071650.12,Idua
14839,ENSMUST00000071652.5,Mthfd2l
14840,ENSMUST00000071658.2,Olfr480
14841,ENSMUST00000071664.11,Psmd4
14842,ENSMUST00000071667.8,Siah1b
14843,ENSMUST00000071677.9,Wbscr22
14844,ENSMUST00000071681.3,Olfr912
14845,ENSMUST00000071691.3,Taar7f
14846,ENSMUST00000071696.1,Tas2r123
14847,ENSMUST00000071697.10,Fxyd1
14848,ENSMUST00000071698.12,Erlin1
14849,ENSMUST00000071699.10,Elmo2
14850,ENSMUST00000071703.5,Zcchc6
14851,ENSMUST00000071704.3,Psma3
14852,ENSMUST00000071707.2,Tas2r120
14853,ENSMUST00000071708.11,Frem1
14854,ENSMUST00000071711.3,Zfp36l3
14855,ENSMUST00000071718.11,Prdx6
14856,ENSMUST00000071725.3,Olfr39
14857,ENSMUST00000071728.10,Osbpl3
14858,ENSMUST00000071732.6,Gm6793
14859,ENSMUST00000071739.11,Gsk3a
14860,ENSMUST00000071745.3,Rps4l
14861,ENSMUST00000071750.12,Col12a1
14862,ENSMUST00000071755.4,Olfr533
14863,ENSMUST00000071760.7,Gm14496
14864,ENSMUST00000071770.3,Gm5899
14865,ENSMUST00000071780.9,Nlrp9a
14866,ENSMUST00000071782.7,Nptx2
14867,ENSMUST00000071792.6,1110038F14Rik
14868,ENSMUST00000071798.12,Tnnt1
14869,ENSMUST00000071804.9,AI987944
14870,ENSMUST00000071805.3,Sprr2a2
14871,ENSMUST00000071807.1,Olfr1385
14872,ENSMUST00000071812.10,Iqgap3
14873,ENSMUST00000071814.12,Zfp711
14874,ENSMUST00000071816.6,Camk2g
14875,ENSMUST00000071825.5,Gm5434
14876,ENSMUST00000071826.9,Crb3
14877,ENSMUST00000071829.11,Pisd
14878,ENSMUST00000071841.6,Klhdc3
14879,ENSMUST00000071842.9,Gm5828
14880,ENSMUST00000071844.1,Olfr603
14881,ENSMUST00000071847.8,Gsdmcl1
14882,ENSMUST00000071848.6,Fmr1nb
14883,ENSMUST00000071852.9,Commd7
14884,ENSMUST00000071857.12,Sipa1
14885,ENSMUST00000071858.4,Hpcal1
14886,ENSMUST00000071865.1,Vmn1r49
14887,ENSMUST00000071866.1,Rpl13a-ps1
14888,ENSMUST00000071869.11,Plec
14889,ENSMUST00000071871.4,Olfr138
14890,ENSMUST00000071873.3,Serpinb9e
14891,ENSMUST00000071874.7,Ano6
14892,ENSMUST00000071876.12,Cdpf1
14893,ENSMUST00000071878.11,Mtus2
14894,ENSMUST00000071880.8,Myo15
14895,ENSMUST00000071881.9,Nudt1
14896,ENSMUST00000071885.6,Rhox8
14897,ENSMUST00000071886.6,AY761184
14898,ENSMUST00000071889.12,Car12
14899,ENSMUST00000071891.11,Elac2
14900,ENSMUST00000071898.6,Cpsf1
14901,ENSMUST00000071902.4,Adra2b
14902,ENSMUST00000071905.4,Olfr1386
14903,ENSMUST00000071917.3,Fbxw26
14904,ENSMUST00000071920.10,Klrc2
14905,ENSMUST00000071921.12,Dmtf1
14906,ENSMUST00000071926.4,Nol7
14907,ENSMUST00000071932.4,Olfr741
14908,ENSMUST00000071935.6,Myo9b
14909,ENSMUST00000071937.6,Kcnj14
14910,ENSMUST00000071943.5,Olfr222
14911,ENSMUST00000071944.12,Tec
14912,ENSMUST00000071949.4,Bloc1s4
14913,ENSMUST00000071951.13,H2-Q7
14914,ENSMUST00000071968.8,Trpv4
14915,ENSMUST00000071972.10,Cfap57
14916,ENSMUST00000071973.7,Ero1lb
14917,ENSMUST00000071977.8,Mfap2
14918,ENSMUST00000071979.1,Olfr1329
14919,ENSMUST00000071982.6,Bmper
14920,ENSMUST00000071985.5,Slco4c1
14921,ENSMUST00000071986.12,Mia
14922,ENSMUST00000071991.5,Dppa5a
14923,ENSMUST00000071993.12,Mtmr12
14924,ENSMUST00000072008.10,Sh3rf2
14925,ENSMUST00000072012.9,Adtrp
14926,ENSMUST00000072014.5,Gm10330
14927,ENSMUST00000072018.5,Alms1
14928,ENSMUST00000072020.8,Tle6
14929,ENSMUST00000072030.3,Olfr322
14930,ENSMUST00000072031.12,Mprip
14931,ENSMUST00000072035.3,Olfr486
14932,ENSMUST00000072037.12,Igsf1
14933,ENSMUST00000072040.6,Vrk1
14934,ENSMUST00000072044.1,Vmn1r210
14935,ENSMUST00000072050.1,Gm5321
14936,ENSMUST00000072055.12,Chka
14937,ENSMUST00000072057.1,Olfr1202
14938,ENSMUST00000072061.11,Entpd5
14939,ENSMUST00000072063.2,Olfr801
14940,ENSMUST00000072079.8,Rrs1
14941,ENSMUST00000072080.9,Lrrc40
14942,ENSMUST00000072093.12,Plxnb1
14943,ENSMUST00000072097.13,Hsh2d
14944,ENSMUST00000072100.3,Dbpht2
14945,ENSMUST00000072103.6,Try10
14946,ENSMUST00000072111.7,St6galnac6
14947,ENSMUST00000072113.5,Tmem65
14948,ENSMUST00000072114.3,Olfr50
14949,ENSMUST00000072119.14,Ccnb1
14950,ENSMUST00000072123.5,Gm10109
14951,ENSMUST00000072125.5,Kir3dl2
14952,ENSMUST00000072133.4,Gm10226
14953,ENSMUST00000072141.3,Pdcd11
14954,ENSMUST00000072152.1,Olfr54
14955,ENSMUST00000072154.8,Pigh
14956,ENSMUST00000072155.4,Gm166
14957,ENSMUST00000072156.6,Tiam2
14958,ENSMUST00000072166.5,Scp2-ps2
14959,ENSMUST00000072167.9,Rhox2e
14960,ENSMUST00000072177.13,Nuak2
14961,ENSMUST00000072178.10,Acsl6
14962,ENSMUST00000072180.4,Gm10062
14963,ENSMUST00000072182.8,Sim2
14964,ENSMUST00000072186.11,Strbp
14965,ENSMUST00000072187.11,Kif1c
14966,ENSMUST00000072204.4,Klk1b8
14967,ENSMUST00000072206.13,Poc1a
14968,ENSMUST00000072217.8,Ggt5
14969,ENSMUST00000072219.1,Olfr1480
14970,ENSMUST00000072222.7,Zfp329
14971,ENSMUST00000072228.8,Gckr
14972,ENSMUST00000072232.8,Tmod3
14973,ENSMUST00000072235.9,1700019A02Rik
14974,ENSMUST00000072237.12,Mink1
14975,ENSMUST00000072239.13,Tmpo
14976,ENSMUST00000072249.12,Cdv3
14977,ENSMUST00000072256.12,Grik1
14978,ENSMUST00000072265.2,Olfr116
14979,ENSMUST00000072269.1,Mageb1
14980,ENSMUST00000072271.12,Etnppl
14981,ENSMUST00000072280.4,Krtap8-1
14982,ENSMUST00000072286.6,Gm5862
14983,ENSMUST00000072287.11,Pi4kb
14984,ENSMUST00000072289.11,Flot2
14985,ENSMUST00000072290.4,Olfr889
14986,ENSMUST00000072292.11,Zfp280c
14987,ENSMUST00000072298.12,Ndrg3
14988,ENSMUST00000072299.6,Vsnl1
14989,ENSMUST00000072306.3,Gm11938
14990,ENSMUST00000072311.12,Yes1
14991,ENSMUST00000072312.11,Usp13
14992,ENSMUST00000072316.4,Olfr1431
14993,ENSMUST00000072324.11,Caprin2
14994,ENSMUST00000072329.14,Dtnbp1
14995,ENSMUST00000072331.12,Fxyd3
14996,ENSMUST00000072334.11,Dnajc5
14997,ENSMUST00000072357.13,Hk1
14998,ENSMUST00000072359.7,Tpm3-rs7
14999,ENSMUST00000072362.13,Dnm2
15000,ENSMUST00000072363.4,Kprp
15001,ENSMUST00000072368.2,Olfr709-ps1
15002,ENSMUST00000072369.1,Vmn1r191
15003,ENSMUST00000072370.2,Olfr726
15004,ENSMUST00000072376.12,Rnf14
15005,ENSMUST00000072381.13,Gm5155
15006,ENSMUST00000072383.13,Wash
15007,ENSMUST00000072385.1,Vmn1r220
15008,ENSMUST00000072386.10,Mill2
15009,ENSMUST00000072391.1,Hist1h2aa
15010,ENSMUST00000072393.8,Rpgr
15011,ENSMUST00000072395.2,Olfr1406
15012,ENSMUST00000072403.6,Ugt3a2
15013,ENSMUST00000072404.2,Tas2r104
15014,ENSMUST00000072406.4,Prepl
15015,ENSMUST00000072410.4,Vmn1r228
15016,ENSMUST00000072415.8,Mill2
15017,ENSMUST00000072419.2,Olfr854
15018,ENSMUST00000072427.5,Gm10033
15019,ENSMUST00000072431.12,S100pbp
15020,ENSMUST00000072437.4,Gm10113
